index,items
7963,"['ice cream', 'other vegetables', 'misc. beverages']"
7964,"['beef', 'UHT-milk']"
7965,"['long life bakery product', 'long life bakery product', 'whipped/sour cream', 'soda']"
7966,"['newspapers', 'spread cheese']"
7967,"['citrus fruit', 'curd', 'margarine']"
7968,"['other vegetables', 'brown bread', 'hard cheese', 'salty snack']"
7969,"['other vegetables', 'coffee']"
7970,"['hard cheese', 'rolls/buns', 'root vegetables', 'napkins']"
7971,"['chicken', 'white bread']"
7972,"['pot plants', 'soda']"
7973,"['soda', 'cat food']"
7974,"['tropical fruit', 'onions', 'whipped/sour cream']"
7975,"['citrus fruit', 'rum']"
7976,"['pip fruit', 'frozen vegetables', 'abrasive cleaner']"
7977,"['other vegetables', 'misc. beverages']"
7978,"['salty snack', 'butter']"
7979,"['citrus fruit', 'butter']"
7980,"['chicken', 'shopping bags']"
7981,"['whole milk', 'pasta']"
7982,"['salty snack', 'kitchen towels']"
7983,"['cream cheese ', 'frozen meals']"
7984,"['chicken', 'nut snack']"
7985,"['frozen vegetables', 'other vegetables', 'napkins']"
7986,"['brown bread', 'ketchup', 'soda']"
7987,"['waffles', 'salty snack', 'hard cheese']"
7988,"['onions', 'other vegetables']"
7989,"['pork', 'rolls/buns']"
7990,"['root vegetables', 'whole milk']"
7991,"['pasta', 'cream cheese ']"
7992,"['butter', 'rolls/buns']"
7993,"['soda', 'other vegetables', 'soda']"
7994,"['other vegetables', 'rolls/buns']"
7995,"['tropical fruit', 'whole milk']"
7996,"['candy', 'rolls/buns', 'UHT-milk']"
7997,"['coffee', 'root vegetables', 'whipped/sour cream']"
7998,"['other vegetables', 'pastry', 'shopping bags']"
7999,"['tropical fruit', 'yogurt', 'curd', 'margarine']"
8000,"['pork', 'pet care', 'margarine']"
8001,"['tropical fruit', 'pip fruit', 'rolls/buns']"
8002,"['tropical fruit', 'whole milk']"
8003,"['citrus fruit', 'candy']"
8004,"['other vegetables', 'cake bar']"
8005,"['beef', 'citrus fruit']"
8006,"['root vegetables', 'other vegetables']"
8007,"['rolls/buns', 'cat food']"
8008,"['citrus fruit', 'Instant food products']"
8009,"['tropical fruit', 'vinegar', 'sauces']"
8010,"['sausage', 'yogurt']"
8011,"['ham', 'UHT-milk', 'margarine']"
8012,"['shopping bags', 'chocolate']"
8013,"['bottled beer', 'frankfurter', 'UHT-milk', 'pot plants']"
8014,"['whipped/sour cream', 'pastry', 'napkins']"
8015,"['hamburger meat', 'pip fruit']"
8016,"['whole milk', 'flower soil/fertilizer']"
8017,"['brown bread', 'pastry']"
8018,"['rolls/buns', 'domestic eggs']"
8019,"['meat', 'margarine']"
8020,"['bottled water', 'dessert']"
8021,"['rolls/buns', 'whole milk', 'semi-finished bread', 'processed cheese']"
8022,"['frankfurter', 'other vegetables']"
8023,"['pork', 'frozen vegetables']"
8024,"['onions', 'whipped/sour cream']"
8025,"['newspapers', 'misc. beverages']"
8026,"['whipped/sour cream', 'brown bread']"
8027,"['canned beer', 'cake bar', 'newspapers', 'pastry', 'baking powder', 'yogurt']"
8028,"['bottled water', 'other vegetables']"
8029,"['rolls/buns', 'shopping bags']"
8030,"['napkins', 'root vegetables', 'sliced cheese']"
8031,"['citrus fruit', 'grapes']"
8032,"['finished products', 'pip fruit']"
8033,"['meat', 'citrus fruit']"
8034,"['whipped/sour cream', 'soda']"
8035,"['packaged fruit/vegetables', 'berries']"
8036,"['sausage', 'frozen vegetables']"
8037,"['newspapers', 'waffles', 'shopping bags']"
8038,"['white wine', 'Instant food products']"
8039,"['sausage', 'whole milk']"
8040,"['hamburger meat', 'margarine']"
8041,"['citrus fruit', 'bottled water']"
8042,"['bottled beer', 'soda', 'frozen vegetables']"
8043,"['margarine', 'processed cheese']"
8044,"['pip fruit', 'napkins', 'shopping bags']"
8045,"['other vegetables', 'whole milk']"
8046,"['whole milk', 'white bread']"
8047,"['other vegetables', 'processed cheese']"
8048,"['chocolate', 'yogurt']"
8049,"['red/blush wine', 'shopping bags']"
8050,"['chewing gum', 'yogurt']"
8051,"['soda', 'pip fruit']"
8052,"['fruit/vegetable juice', 'other vegetables']"
8053,"['whole milk', 'coffee', 'brandy']"
8054,"['onions', 'frozen dessert']"
8055,"['sausage', 'whole milk']"
8056,"['soda', 'bottled water']"
8057,"['yogurt', 'salty snack']"
8058,"['rolls/buns', 'potato products']"
8059,"['citrus fruit', 'coffee']"
8060,"['dessert', 'shopping bags']"
8061,"['pip fruit', 'white bread', 'rolls/buns']"
8062,"['meat', 'long life bakery product', 'yogurt', 'napkins']"
8063,"['pork', 'pork']"
8064,"['butter', 'citrus fruit', 'brown bread', 'pork', 'shopping bags', 'hygiene articles', 'dessert', 'whole milk']"
8065,"['pip fruit', 'whole milk']"
8066,"['rolls/buns', 'tropical fruit']"
8067,"['other vegetables', 'sausage', 'whole milk', 'butter milk', 'packaged fruit/vegetables']"
8068,"['frankfurter', 'yogurt', 'other vegetables', 'herbs', 'male cosmetics']"
8069,"['pip fruit', 'specialty chocolate', 'liquor', 'rolls/buns']"
8070,"['other vegetables', 'whole milk', 'house keeping products']"
8071,"['dishes', 'other vegetables']"
8072,"['whole milk', 'UHT-milk']"
8073,"['pip fruit', 'waffles', 'cat food']"
8074,"['bottled water', 'specialty bar']"
8075,"['pork', 'hygiene articles']"
8076,"['chocolate', 'whipped/sour cream', 'rolls/buns']"
8077,"['soda', 'hygiene articles']"
8078,"['soda', 'specialty chocolate']"
8079,"['soda', 'flour', 'pudding powder']"
8080,"['root vegetables', 'ice cream']"
8081,"['butter milk', 'brown bread']"
8082,"['other vegetables', 'coffee']"
8083,"['brown bread', 'tropical fruit', 'sugar']"
8084,"['berries', 'white bread']"
8085,"['other vegetables', 'pip fruit', 'UHT-milk', 'herbs']"
8086,"['other vegetables', 'yogurt']"
8087,"['beef', 'roll products ', 'root vegetables', 'chicken', 'waffles', 'male cosmetics', 'grapes', 'brown bread']"
8088,"['white bread', 'beverages']"
8089,"['other vegetables', 'specialty chocolate', 'chocolate']"
8090,"['whipped/sour cream', 'pickled vegetables', 'dish cleaner']"
8091,"['whole milk', 'newspapers']"
8092,"['bottled water', 'bottled beer']"
8093,"['whipped/sour cream', 'root vegetables']"
8094,"['brown bread', 'frozen dessert']"
8095,"['bottled water', 'butter milk']"
8096,"['meat', 'other vegetables', 'zwieback']"
8097,"['frankfurter', 'curd']"
8098,"['other vegetables', 'processed cheese']"
8099,"['chicken', 'soda', 'canned fish']"
8100,"['sausage', 'cream cheese ']"
8101,"['rolls/buns', 'rolls/buns']"
8102,"['citrus fruit', 'dish cleaner', 'margarine']"
8103,"['pork', 'red/blush wine']"
8104,"['whole milk', 'pastry']"
8105,"['bottled water', 'newspapers']"
8106,"['root vegetables', 'citrus fruit']"
8107,"['bottled beer', 'whole milk']"
8108,"['pip fruit', 'soda']"
8109,"['yogurt', 'butter milk']"
8110,"['butter', 'candy']"
8111,"['rolls/buns', 'yogurt']"
8112,"['dessert', 'whole milk', 'waffles']"
8113,"['frankfurter', 'other vegetables']"
8114,"['bottled beer', 'sugar', 'bottled water']"
8115,"['sausage', 'rolls/buns']"
8116,"['other vegetables', 'rolls/buns']"
8117,"['sausage', 'other vegetables', 'margarine', 'curd', 'pastry', 'newspapers']"
8118,"['tropical fruit', 'zwieback']"
8119,"['ham', 'sugar']"
8120,"['whole milk', 'flour', 'whole milk', 'margarine']"
8121,"['whole milk', 'sugar']"
8122,"['bottled beer', 'tropical fruit', 'domestic eggs', 'baking powder']"
8123,"['root vegetables', 'pastry', 'rolls/buns', 'condensed milk', 'tropical fruit', 'bathroom cleaner', 'waffles', 'canned beer']"
8124,"['citrus fruit', 'domestic eggs']"
8125,"['yogurt', 'whole milk', 'onions', 'sugar']"
8126,"['domestic eggs', 'salty snack', 'herbs']"
8127,"['pip fruit', 'beverages', 'zwieback']"
8128,"['grapes', 'chicken']"
8129,"['pip fruit', 'butter milk']"
8130,"['berries', 'canned fish']"
8131,"['pastry', 'bottled beer']"
8132,"['soda', 'rice', 'sweet spreads']"
8133,"['butter', 'processed cheese', 'whole milk', 'curd']"
8134,"['soda', 'zwieback', 'pastry']"
8135,"['beef', 'Instant food products']"
8136,"['newspapers', 'bottled beer']"
8137,"['tropical fruit', 'rolls/buns', 'fruit/vegetable juice']"
8138,"['soda', 'grapes']"
8139,"['pork', 'brown bread']"
8140,"['whole milk', 'whole milk']"
8141,"['sliced cheese', 'domestic eggs']"
8142,"['root vegetables', 'seasonal products']"
8143,"['whole milk', 'berries']"
8144,"['citrus fruit', 'fruit/vegetable juice']"
8145,"['root vegetables', 'onions']"
8146,"['packaged fruit/vegetables', 'semi-finished bread']"
8147,"['sausage', 'pastry']"
8148,"['pork', 'specialty bar', 'long life bakery product']"
8149,"['oil', 'misc. beverages', 'candy', 'yogurt']"
8150,"['newspapers', 'newspapers']"
8151,"['ham', 'rolls/buns']"
8152,"['hard cheese', 'oil']"
8153,"['misc. beverages', 'long life bakery product']"
8154,"['tropical fruit', 'curd']"
8155,"['liver loaf', 'other vegetables']"
8156,"['tropical fruit', 'other vegetables']"
8157,"['fruit/vegetable juice', 'canned fish']"
8158,"['whole milk', 'chocolate marshmallow']"
8159,"['dish cleaner', 'fruit/vegetable juice']"
8160,"['yogurt', 'root vegetables', 'candles']"
8161,"['citrus fruit', 'root vegetables']"
8162,"['seasonal products', 'pot plants', 'whole milk', 'dental care']"
8163,"['bottled water', 'fruit/vegetable juice']"
8164,"['rolls/buns', 'kitchen towels']"
8165,"['brown bread', 'whole milk']"
8166,"['pastry', 'curd', 'bottled beer']"
8167,"['whole milk', 'liquor']"
8168,"['butter milk', 'kitchen towels']"
8169,"['hamburger meat', 'tropical fruit', 'beverages', 'yogurt', 'soda']"
8170,"['frozen meals', 'onions', 'frozen vegetables']"
8171,"['pip fruit', 'chocolate marshmallow']"
8172,"['whole milk', 'cat food']"
8173,"['whole milk', 'frozen meals', 'rolls/buns']"
8174,"['whole milk', 'yogurt']"
8175,"['other vegetables', 'sausage', 'tropical fruit', 'whipped/sour cream', 'salty snack', 'oil']"
8176,"['tropical fruit', 'frozen vegetables']"
8177,"['chicken', 'UHT-milk', 'napkins']"
8178,"['liver loaf', 'fruit/vegetable juice']"
8179,"['pickled vegetables', 'soda']"
8180,"['tropical fruit', 'canned beer', 'pastry']"
8181,"['cake bar', 'soda']"
8182,"['cooking chocolate', 'hygiene articles']"
8183,"['pork', 'rolls/buns']"
8184,"['canned beer', 'yogurt']"
8185,"['pip fruit', 'tropical fruit', 'shopping bags']"
8186,"['soda', 'whole milk']"
8187,"['sausage', 'margarine', 'margarine']"
8188,"['citrus fruit', 'white bread']"
8189,"['hamburger meat', 'pip fruit', 'dish cleaner']"
8190,"['citrus fruit', 'berries']"
8191,"['whole milk', 'specialty chocolate']"
8192,"['butter', 'berries']"
8193,"['hamburger meat', 'other vegetables']"
8194,"['yogurt', 'oil']"
8195,"['cream cheese ', 'newspapers']"
8196,"['curd', 'soda', 'sugar', 'specialty chocolate', 'artif. sweetener']"
8197,"['whole milk', 'tropical fruit']"
8198,"['tropical fruit', 'berries', 'whole milk', 'soap']"
8199,"['whole milk', 'bottled water']"
8200,"['pasta', 'flower (seeds)']"
8201,"['pip fruit', 'butter', 'soda']"
8202,"['yogurt', 'newspapers']"
8203,"['ham', 'tropical fruit']"
8204,"['soda', 'onions', 'other vegetables']"
8205,"['pastry', 'berries']"
8206,"['citrus fruit', 'pet care']"
8207,"['frankfurter', 'newspapers']"
8208,"['berries', 'soda', 'flower (seeds)']"
8209,"['rolls/buns', 'shopping bags']"
8210,"['cream cheese ', 'popcorn', 'frozen fish']"
8211,"['tropical fruit', 'oil']"
8212,"['berries', 'curd']"
8213,"['tropical fruit', 'yogurt']"
8214,"['other vegetables', 'whipped/sour cream']"
8215,"['chewing gum', 'soda', 'red/blush wine']"
8216,"['frankfurter', 'other vegetables', 'butter', 'frozen vegetables']"
8217,"['pork', 'pip fruit']"
8218,"['sausage', 'detergent']"
8219,"['soda', 'instant coffee']"
8220,"['root vegetables', 'domestic eggs']"
8221,"['soap', 'rum']"
8222,"['frankfurter', 'tropical fruit']"
8223,"['long life bakery product', 'canned vegetables']"
8224,"['shopping bags', 'curd']"
8225,"['bottled water', 'bottled beer', 'canned fish']"
8226,"['pip fruit', 'tropical fruit', 'frozen potato products', 'sweet spreads', 'chocolate', 'napkins', 'candles', 'seasonal products']"
8227,"['yogurt', 'sparkling wine']"
8228,"['bottled beer', 'soda']"
8229,"['fruit/vegetable juice', 'whole milk']"
8230,"['root vegetables', 'newspapers']"
8231,"['long life bakery product', 'fruit/vegetable juice']"
8232,"['rolls/buns', 'chicken', 'cream cheese ', 'dishes']"
8233,"['root vegetables', 'root vegetables', 'root vegetables', 'pastry']"
8234,"['other vegetables', 'liquor']"
8235,"['meat', 'rolls/buns']"
8236,"['canned beer', 'newspapers']"
8237,"['pastry', 'UHT-milk']"
8238,"['UHT-milk', 'newspapers', 'salty snack']"
8239,"['pork', 'hygiene articles']"
8240,"['citrus fruit', 'cling film/bags', 'hard cheese']"
8241,"['herbs', 'tropical fruit', 'whole milk']"
8242,"['tropical fruit', 'rolls/buns']"
8243,"['bathroom cleaner', 'whole milk']"
8244,"['coffee', 'soda']"
8245,"['ham', 'whole milk']"
8246,"['soda', 'chocolate marshmallow', 'hard cheese']"
8247,"['whipped/sour cream', 'hygiene articles']"
8248,"['photo/film', 'rolls/buns']"
8249,"['bottled beer', 'yogurt']"
8250,"['tropical fruit', 'whipped/sour cream', 'canned vegetables']"
8251,"['beverages', 'root vegetables', 'frozen meals']"
8252,"['butter', 'butter milk', 'canned beer', 'UHT-milk', 'brown bread', 'baking powder', 'long life bakery product']"
8253,"['whipped/sour cream', 'canned beer', 'sliced cheese']"
8254,"['frankfurter', 'curd', 'specialty cheese']"
8255,"['rolls/buns', 'bottled water']"
8256,"['sausage', 'tropical fruit']"
8257,"['other vegetables', 'rolls/buns']"
8258,"['whole milk', 'newspapers']"
8259,"['pork', 'whole milk']"
8260,"['soda', 'bottled beer']"
8261,"['dessert', 'cream cheese ']"
8262,"['pastry', 'dishes', 'waffles']"
8263,"['cereals', 'sugar']"
8264,"['tropical fruit', 'waffles']"
8265,"['other vegetables', 'other vegetables', 'dishes']"
8266,"['shopping bags', 'whole milk']"
8267,"['canned beer', 'salty snack']"
8268,"['rolls/buns', 'rolls/buns']"
8269,"['soda', 'other vegetables']"
8270,"['pork', 'finished products', 'citrus fruit', 'misc. beverages']"
8271,"['pip fruit', 'other vegetables']"
8272,"['beef', 'berries']"
8273,"['soda', 'spices']"
8274,"['curd', 'bottled beer', 'hamburger meat', 'sweet spreads']"
8275,"['soda', 'bottled water', 'house keeping products']"
8276,"['fruit/vegetable juice', 'fruit/vegetable juice']"
8277,"['soft cheese', 'rolls/buns', 'detergent']"
8278,"['soda', 'other vegetables']"
8279,"['pastry', 'soda', 'pastry']"
8280,"['salty snack', 'chocolate']"
8281,"['other vegetables', 'frozen meals']"
8282,"['shopping bags', 'citrus fruit', 'whole milk', 'sliced cheese']"
8283,"['rolls/buns', 'sliced cheese']"
8284,"['whole milk', 'candy']"
8285,"['photo/film', 'pork', 'liquor']"
8286,"['hamburger meat', 'cream cheese ']"
8287,"['root vegetables', 'soda']"
8288,"['frankfurter', 'shopping bags']"
8289,"['bottled beer', 'liver loaf', 'bottled water', 'pastry']"
8290,"['beef', 'other vegetables', 'whole milk', 'soda']"
8291,"['berries', 'other vegetables']"
8292,"['bottled beer', 'whipped/sour cream']"
8293,"['other vegetables', 'yogurt', 'whipped/sour cream', 'napkins']"
8294,"['tropical fruit', 'soda']"
8295,"['sausage', 'frozen vegetables']"
8296,"['white wine', 'ice cream']"
8297,"['fish', 'fruit/vegetable juice']"
8298,"['meat spreads', 'chocolate']"
8299,"['rolls/buns', 'long life bakery product']"
8300,"['ham', 'yogurt']"
8301,"['spices', 'cat food', 'seasonal products']"
8302,"['bottled beer', 'shopping bags', 'soda']"
8303,"['canned beer', 'yogurt']"
8304,"['chicken', 'whole milk', 'soda']"
8305,"['soda', 'pip fruit', 'pastry', 'jam']"
8306,"['tropical fruit', 'chicken', 'sausage', 'organic sausage', 'other vegetables', 'whipped/sour cream', 'other vegetables', 'butter milk']"
8307,"['cat food', 'curd', 'bottled water', 'frozen vegetables', 'tea']"
8308,"['rolls/buns', 'coffee']"
8309,"['white bread', 'other vegetables', 'whipped/sour cream', 'UHT-milk', 'margarine']"
8310,"['other vegetables', 'roll products ']"
8311,"['tropical fruit', 'bottled water', 'semi-finished bread']"
8312,"['sausage', 'cocoa drinks']"
8313,"['dessert', 'soda']"
8314,"['beverages', 'red/blush wine']"
8315,"['whole milk', 'ice cream']"
8316,"['pastry', 'rolls/buns']"
8317,"['whole milk', 'whipped/sour cream']"
8318,"['yogurt', 'other vegetables', 'white wine', 'frozen vegetables']"
8319,"['berries', 'other vegetables']"
8320,"['chocolate', 'waffles']"
8321,"['citrus fruit', 'tropical fruit']"
8322,"['pork', 'long life bakery product']"
8323,"['whole milk', 'skin care']"
8324,"['root vegetables', 'ice cream', 'margarine']"
8325,"['berries', 'condensed milk', 'whipped/sour cream']"
8326,"['finished products', 'rolls/buns']"
8327,"['brown bread', 'dish cleaner']"
8328,"['dessert', 'herbs', 'waffles']"
8329,"['other vegetables', 'yogurt']"
8330,"['other vegetables', 'rolls/buns', 'sweet spreads']"
8331,"['specialty bar', 'roll products ']"
8332,"['UHT-milk', 'butter milk', 'frozen vegetables', 'other vegetables', 'candy', 'fruit/vegetable juice']"
8333,"['root vegetables', 'rolls/buns', 'bottled beer', 'rolls/buns']"
8334,"['specialty bar', 'canned beer', 'white bread', 'newspapers']"
8335,"['citrus fruit', 'yogurt']"
8336,"['citrus fruit', 'whole milk']"
8337,"['canned beer', 'canned beer']"
8338,"['ham', 'whole milk', 'brown bread']"
8339,"['chicken', 'root vegetables', 'whole milk', 'rolls/buns']"
8340,"['root vegetables', 'grapes']"
8341,"['frankfurter', 'frankfurter', 'pip fruit', 'yogurt']"
8342,"['bottled water', 'whole milk']"
8343,"['UHT-milk', 'brown bread']"
8344,"['whole milk', 'pot plants']"
8345,"['sausage', 'newspapers']"
8346,"['canned fish', 'root vegetables']"
8347,"['rolls/buns', 'whole milk']"
8348,"['whole milk', 'curd']"
8349,"['soda', 'chocolate']"
8350,"['other vegetables', 'hamburger meat', 'citrus fruit', 'dish cleaner', 'coffee', 'coffee', 'mayonnaise', 'newspapers']"
8351,"['hamburger meat', 'beverages', 'margarine']"
8352,"['beef', 'white wine', 'pip fruit']"
8353,"['yogurt', 'yogurt']"
8354,"['pot plants', 'frozen vegetables', 'coffee']"
8355,"['rolls/buns', 'root vegetables']"
8356,"['coffee', 'root vegetables']"
8357,"['soda', 'root vegetables', 'whole milk', 'pastry']"
8358,"['canned beer', 'frozen meals', 'beef', 'canned beer', 'coffee']"
8359,"['napkins', 'dessert']"
8360,"['pork', 'fruit/vegetable juice']"
8361,"['cat food', 'canned beer', 'sliced cheese', 'dishes', 'zwieback']"
8362,"['pip fruit', 'candy']"
8363,"['rice', 'coffee']"
8364,"['root vegetables', 'pastry', 'other vegetables', 'rolls/buns']"
8365,"['UHT-milk', 'root vegetables', 'rolls/buns', 'rolls/buns', 'spread cheese', 'misc. beverages', 'sugar']"
8366,"['fruit/vegetable juice', 'frozen vegetables']"
8367,"['whole milk', 'yogurt']"
